URL,title,created_time,author_ID,author_name,intro,tags,songs_num,play_num,favored_num,forward_num,comments_num,cover_URL
https://music.163.com/playlist?id=2821046530,[开启学霸模式] 精选古典音乐 伴你看书学习,2019-05-30,1778923105,云音乐古典专区,"少了跳跃和尖锐
这支平和而大气的歌单
能充分缓解专注时的紧张与焦虑
给予你源源不断的温柔力量","['学习', '古典']",80,2882727,57362,462,451,http://p4.music.126.net/D3AX8m3At1lbnnPniAiwYw==/109951165529666594.jpg
https://music.163.com/playlist?id=753127010,《名曲密码》｜田艺苗和你的音乐下午茶,2017-06-06,247252131,JIAODONG音乐资讯,"《名曲密码》则是从曲目角度带你领略音乐之美，是偶尔下午工作、学习之余的“音乐下午茶”。
在西方，古典音乐积累了三、四百年之后，流传下来不少名曲。所谓名曲，是指有一定知名度的、流传较广的音乐作品，如今称得上名曲的、常常被演奏的古典音乐作品，大约有1000余首。我从中精挑细选一些作为《名曲密码》歌单，奉献给大家。","['古典', '学习', '下午茶']",50,223287,5719,7620,24,http://p4.music.126.net/B_tbCcw3npYyYxTRBJupfg==/109951164509597056.jpg
https://music.163.com/playlist?id=2542486659,潜脑音乐越听越聪明,2018-12-04,514814049,httangisbest,"汇集8张金碟CD，近100首与人体生理节奏相吻合的优美经典音乐。歌单收录的都是笔者精挑万选之后最舒服的版本。
《潜脑音乐越听越聪明》上世纪60年代，保加利亚科学教育家乔治－拉扎诺夫博士开创的超级音乐学习法和1976年美国拉扎诺夫学院诞生的《潜脑音乐》，在全世界众多国家推广以来，这种和谐的、每分钟约60拍，与自然，生命节奏同步，与人类生理现象如脑波、呼吸节奏、心跳、血液循环等相和谐开发大脑潜能的音乐","['古典', '学习', '快乐']",50,11061,449,8,0,http://p4.music.126.net/ixQXFJUVA3806duXsWNNcg==/109951163706452444.jpg
https://music.163.com/playlist?id=450190990,仙儿得不行的古典乐,2016-08-24,98706997,KillBunny,"音乐ON——
闭上双眼 踮起脚尖
现在 感觉到自己2米8的洁白羽翼了没？
喏 谁还不是小仙女了咋的？","['轻音乐', '古典', '安静']",48,427953,6990,203,91,http://p3.music.126.net/LKlYNCUT_coAcxGFtG6OBA==/109951163028835340.jpg
https://music.163.com/playlist?id=514033019,弦声摇曳&魅影婆娑——悲泣的提琴之魂,2016-11-19,322035816,巴赫玛尼诺夫斯基,"琴声来自远方
世界相互靠近
塔楼边缘繁星悬挂
角落处袅起饮烟缕缕
那是燃烧的篝火
我看到有人上升
雾影重重
行云一朵拨动了琴弦
如今已司空见惯
无人惊讶
瞳孔里倒映出星光
心向往自由而飞翔
经过漫长的旅行
还可否选择
安息的场所
夜中聆听
是他吗 或许空无一人
静谧的天际边
依稀看见灵魂飞升
仅有琴弦在低声悲泣
是一个寓言或一道舷梯
流逝的光阴仅扑打一只羽翼
琴声绵长
光火明灭
风引吭拂过
于","['器乐', '轻音乐', '古典']",64,4023422,11万,1623,365,http://p4.music.126.net/K1AukdMEb6Mfn8sY_5NIMA==/3420580757094110.jpg
https://music.163.com/playlist?id=30199324,[帕尔曼]~小提精选,2014-09-28,20452251,一缕炊烟,"作为无可争辩的顶级小提琴演奏家，对于古典音乐家而言，帕尔曼享有着，绝无伊扎克·帕尔曼仅有的""超级明星""的殊荣。人们不仅热爱他的音乐天才，更热爱他的魅力、他的人性，全世界的观众对帕尔曼的肯定，也不仅仅在于他无懈可击的演奏技巧，更多的是因为通过音乐的沟通，帕尔曼带给人们的欢乐。","['欧美', '古典']",45,330689,8571,146,23,http://p4.music.126.net/d6WCbKIu3aKQOSB0MCOjGw==/2536573325639724.jpg
https://music.163.com/playlist?id=39126802,【古典主义】学习时听的背景音乐,2014-11-30,897345,pure日月,曲子顺序根据番茄工作法排列，纯音乐时学习，人声出现时放松休息。根据顺序听就好，最好不要一直变动曲子。,"['古典', '学习', '世界音乐']",49,462431,8627,121,132,http://p4.music.126.net/gO3K6Hu3QMU4Y0U0TTy1Cw==/3243559303385565.jpg
https://music.163.com/playlist?id=864709369,♘ 古典音乐天天听 ♪ 365首极美曲调,2017-08-02,423799671,韩嘉天,"微信：woshijiatian 音乐讲座分享群
我在网易安家了，新古典音乐讲解专辑已经上线。《古典音乐进阶训练营》欢迎大家前来扎营.....","['欧美', '古典', '经典']",682,168166,4384,98,34,http://p3.music.126.net/eOQ2N1oBRGbXq6BKt_YoVg==/18592741627803397.jpg
https://music.163.com/playlist?id=411366938,大提琴 | 二十首情诗和一首绝望的歌,2016-06-29,5832286,夜莺与玫瑰,"大提琴曲集
歌单名：智利诗人巴勃罗·聂鲁达诗集《二十首情诗和一首绝望的歌》
封面：电影《入殓师》
优雅，富饶，完成如此活跃的创造；
以致花朵纷落，而自己充满悲哀。
夜莺与玫瑰
2014.10","['古典', '怀旧', '器乐']",34,3024845,82862,1518,455,http://p3.music.126.net/o0Q5CVCL7_EMPny26Er-FA==/1411772942433772.jpg
https://music.163.com/playlist?id=95929333,当钢琴邂逅大提琴,2015-08-07,2405586,白木原Shirokiizz,钢琴的轻轻灵灵弹奏如同情人蜻蜓点水般挑逗似的啄吻，声声撞击起心底沉醉涟漪；大提琴琴弦的深情摩擦，低沉而澎湃，如爱人抚摸过你的肌肤，像最懂你的呢喃慰籍，能融化你内心最不安的灵魂骚动……,"['古典', '放松', '欧美']",64,905016,18295,256,65,http://p4.music.126.net/DF7MZjBsDu3EYDiyPqqnTA==/3346913395162011.jpg
https://music.163.com/playlist?id=5453498110,[古典歌剧典藏] 穿越时光 感受古典歌剧的魅力,2021-01-08,1778923105,云音乐古典专区,华丽的艺术设计，纷繁的题材内容，震撼的表达演绎，走过三个世纪的歌剧依然在艺术的殿堂里熠熠生辉，让我们一同走近，感受这门无法言喻的伟大艺术。,"['古典', '音乐剧']",30,1760459,21863,174,95,http://p3.music.126.net/1oZlzGrNnfBx2KeZ1dsngQ==/109951166035678931.jpg
https://music.163.com/playlist?id=6455948,Itzhak Perlman著名小提琴家-伊扎尔-帕尔曼,2013-12-01,1702713,随风入梦,"Itzhak Perlman 伊扎尔-帕尔曼（1945年）以色列著名小提琴家。4岁患小儿麻痹症终身残疾。自幼酷爱音乐的天性造就了他音乐才华，他十岁上电台演奏，后来进特拉维夫音乐学院学习，1958年赴美演出，移居美国后进入朱利特音乐学院，他演奏的作品多次获得格莱美奖，是伟大演奏家！
作为无可争辩的顶级小提琴演奏家，对于古典音乐家而言，帕尔曼享有着绝无仅有的“超级明星”的殊荣。人们不仅热爱他的音乐天","['古典', '感动', '经典']",47,916836,27066,453,96,http://p3.music.126.net/3fJEC1GN-x_RQb1o2RGJAg==/109951162879283287.jpg
https://music.163.com/playlist?id=26439800,影视作品里著名的古典钢琴曲,2014-08-30,1264292,永遇乐FM,豆瓣高分影视作品里非常优美的古典钢琴曲，希望大家喜欢。,"['工作', '古典', '钢琴']",28,602358,11091,171,32,http://p4.music.126.net/UXpCUzZzPTW6O5oBusNoJA==/109951164881687037.jpg
https://music.163.com/playlist?id=2766144635,Cello List | 大提琴温柔有力量～,2019-04-22,319894045,hexiaomeng,"听歌指南：
1.《纳尔齐斯之歌》这是我一定要放在第一首的曲子，也是我小时候第一次听巴赫，然后被震撼，一首能够从中得到救赎的曲子，从此开始学习大提琴。
♥︎接下来推荐的几首2-7都是马友友的，应该没人不知道吧，这几首都是我最常听的：
2.《无伴奏大提琴组曲第一乐章》我wb以前就推荐过，谱很简单但对技术要求很高，算是大提琴必听曲吧
3.《Playing Love》海上钢琴师里面的插曲，我不允许有人没看","['古典', '安静', '器乐']",35,1790372,42550,623,178,http://p3.music.126.net/c3L6TR_FQkaeRoRmeyw3SQ==/109951164017517767.jpg
https://music.163.com/playlist?id=6668232116,[忧郁古典主义] 在新与旧的交错时空徜徉,2021-03-19,1778923105,云音乐古典专区,"古典忧郁主义，沉溺于其中，饱含情绪与幻想。
今天的心情，是悲伤的柔板，是落寞的暗调。",['古典'],30,1451990,26401,318,183,http://p3.music.126.net/dnRqypaAwF9FoTIuT5TW3g==/109951166050301870.jpg
https://music.163.com/playlist?id=2768646174,[阅读好时光] 伴你看书学习的优质古典音乐,2019-04-24,1778923105,云音乐古典专区,"少了跳跃和尖锐
这支平和而大气的歌单
能充分缓解专注时的紧张与焦虑
并给予你源源不断的温柔力量","['学习', '古典']",30,5638642,87151,1291,268,http://p3.music.126.net/TA6BVljzA1bL80ZzWBnFkQ==/109951166035688611.jpg
https://music.163.com/playlist?id=97325988,〖工作动力〗右脑开发之莫扎特效应CD1,2015-08-12,74145250,小小丽呀,"《莫扎特效应——越听越聪明CD1》歌单曲目由笔者精挑细选而出最舒服、还原率最高的版本。
使用方法：请于起床后10分钟开始播放完或于上班前一小时开始播放至工作场所，需要于早上或下午办公时段需产生工作东西时播放至少半个小时。
成人版包括【工作动力】【舒压调和】【放松睡眠】三个板块，共3CD，是现代人必备心灵营养品。
依据国外最新的研究发现，听莫扎特、巴哈、亨德尔等时期音乐的某些特定曲目，对于成人在EQ","['工作', '古典', '快乐']",14,3239555,12万,1665,575,http://p3.music.126.net/zOy9zHuOXI0ufnwSWhyDKw==/3331520232403563.jpg
https://music.163.com/playlist?id=2547501769,G小调巴赫平均律变奏和BWV847-1,2018-12-08,1744109,king44,"改编自Bach: Prelude and Fugue No.2 in C minor, BWV 847 - 1. 巴赫平均律C小调，BWV847。前奏曲：急板、慢板、快板等频繁地变化速度，造成感情高潮，后半段是粗旷的托卡塔风格。《平均律钢琴曲集》是巴赫键盘音乐中最伟大的作品，这套作品是巴赫音乐创作的峰巅。包含的版本有古尔德Glenn Gould，席夫Andras Schiff，波利尼(Mauriz","['古典', '钢琴', '器乐']",20,691755,12834,226,84,http://p4.music.126.net/HkL5c8JvASb4FQweFz8jHA==/109951164308035774.jpg
https://music.163.com/playlist?id=6603616331,Federigo Fiorillo(菲奥里洛)作品集,2021-02-07,288855699,VivaVivaldi,排序方式：独奏作品-奏鸣曲-四重奏-乐队作品,['古典'],19,125,11,0,0,http://p3.music.126.net/fA1bz70IITNP3AACdWCnUg==/109951165704997490.jpg
https://music.163.com/playlist?id=452068273,【魅力小提琴】双手四弦 演绎万千风采,2016-08-26,100591478,静之丶,"谈到小提琴，经常给我带来这样的感受：优秀的小提琴家已经将灵魂与演奏融为一体。这张歌单收录了近代绝大多数知名小提琴家及乐队的作品，从古典到古典跨界再到现代流行，一张歌单带你领略小提琴的独特魅力~
古典：【收录23位近代知名古典小提琴家，因为简介字数限制没有一一写出】Jascha Heifetz（美籍俄罗斯）David Oistrakh（俄罗斯）Salvatore Accardo（意大利）Alfred","['轻音乐', '古典', '浪漫']",187,4206576,81053,1267,468,http://p3.music.126.net/6ZeNyi9yTySf6tto7qeBEA==/3401888989814226.jpg
